accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,number_of_reviews
10,4.5,4,4,225,2,10,8
4,1,1,2,110,2,1125,39
2,1,1,1,185,1,1125,0
4,1,1,1,105,2,1125,30
2,1,1,1,65,2,1125,57
5,1,0,3,80,1,1125,67
2,1,1,1,75,2,90,22
1,1,1,1,50,1,1125,2
5,2.5,3,3,268,1,1125,1
3,1,1,1,75,1,14,43
10,4,4,7,500,2,1125,0
1,1,1,1,85,1,1125,3
4,1,1,3,68,1,1125,135
5,2,3,3,250,3,1125,0
1,1.5,1,1,43,3,21,1
4,1,0,2,65,2,1125,1
1,1,1,1,49,1,30,6
8,1,3,4,125,2,1125,18
4,1,1,2,90,1,1125,46
3,2.5,2,2,90,3,1125,0
1,1,1,1,50,1,2000,2
2,1,1,1,130,1,1125,0
1,1,1,1,104,1,1125,2
4,1,1,1,155,2,14,9
2,1,1,1,60,1,29,5
2,1,1,1,89,14,1125,2
5,1,2,2,130,1,1125,13
2,1,1,1,55,2,1125,1
4,2,1,1,100,1,1125,1
4,2,1,2,155,1,1125,0
12,6,6,6,2000,1,1125,0
2,1,1,1,125,2,1125,0
4,1,1,3,185,2,29,3
5,1,1,2,148,2,30,82
2,1,0,1,100,1,1125,6
1,1,1,1,40,1,1125,0
3,1.5,1,1,69,1,365,18
6,2.5,1,4,99,1,30,129
1,1,1,1,50,1,1125,3
4,1,1,2,175,2,365,5
2,1,1,1,150,1,1125,1
2,1,1,1,79,1,1125,3
2,1,1,1,900,1,1125,0
2,1,1,2,65,3,134,3
1,1.5,1,2,150,1,1125,0
8,2,2,3,170,1,380,23
2,1,1,1,90,1,30,3
1,1,1,1,89,2,5,6
3,1,1,2,35,1,1125,0
2,1,1,1,80,3,14,5
2,1,1,1,60,1,1125,2
2,1,1,1,69,6,28,7
1,1,1,1,50,2,1125,5
3,1,1,1,57,1,5,1
2,1,0,1,139,2,5,12
2,2,1,2,100,1,1125,0
2,1,0,2,80,1,1125,0
2,1,1,1,90,2,14,4
4,1,0,2,95,1,1125,32
6,1,1,4,113,1,365,237
1,1,1,1,80,1,1125,0
5,2,1,2,450,1,1125,0
2,1,1,1,100,1,1125,1
4,1,1,1,115,1,7,8
2,1.5,1,1,69,1,365,8
3,1,1,1,80,1,120,0
3,1,1,3,120,7,1125,2
3,1.5,1,1,69,1,365,43
3,1,1,2,99,10,60,7
4,1,1,1,95,7,30,13
2,1,0,2,68,7,1125,0
4,1,1,2,100,3,1125,1
2,1,1,1,140,3,10,1
4,2.5,2,3,170,3,9,1
3,1,1,1,105,1,1125,7
2,1,1,1,67,2,1125,0
7,1,3,4,400,1,25,0
3,1,0,1,75,1,4,2
2,1,1,1,150,1,1125,0
2,1,0,1,110,3,1125,0
5,2,3,3,150,2,10,2
3,1,0,1,64,4,1125,1
2,1,0,1,200,3,60,2
2,1,0,1,70,1,1125,2
1,1,1,1,80,1,300,0
2,1,0,1,97,1,1125,1
2,1,1,1,125,1,1125,0
9,2.5,4,5,400,2,1125,28
1,1,0,1,54,1,1125,0
1,1,1,1,75,1,1125,26
2,1,0,1,99,1,30,118
1,1,1,1,70,1,1125,3
2,1,1,1,75,2,5,0
2,1,1,1,140,1,1125,9
2,1,0,1,160,2,28,44
3,1,1,1,139,1,30,0
4,1,0,1,95,1,1125,1
4,1,1,1,115,2,1125,4
2,1,1,1,95,2,1125,0
6,3,3,3,500,1,1125,0
3,1,1,1,95,1,4,0
5,1,2,2,175,1,1125,0
2,1,0,1,99,2,30,38
2,1,0,1,85,1,1125,45
2,1,1,1,115,1,1125,0
6,1.5,3,3,435,3,1125,6
2,1,1,1,125,2,1125,0
4,1,1,2,98,1,1125,8
4,1,1,2,119,14,21,1
2,1,1,1,80,1,3,0
2,1,1,1,90,3,10,7
2,1,1,1,149,3,1125,24
3,1,0,2,105,1,1125,1
2,1,1,1,125,1,1125,0
3,1,1,2,50,1,1125,2
1,1,1,1,99,2,1125,26
2,1,0,1,70,2,20,0
2,1,1,1,120,1,1125,0
4,1,1,2,99,1,1125,2
4,1,1,2,185,20,650,0
6,1,1,3,150,2,1125,66
2,1,1,1,150,1,1125,2
1,1,1,1,96,4,7,0
2,1,1,1,79,1,1125,0
2,1,0,1,150,3,365,0
4,1,1,1,109,1,1125,0
2,1,0,1,100,1,1125,0
3,1,1,1,120,3,14,2
2,1,0,1,100,1,1125,0
2,1,1,1,150,2,1125,8
2,1,0,1,115,1,1125,3
2,1,1,1,200,2,6,12
2,1,1,1,95,2,1125,4
2,1,1,1,205,1,10,13
2,1,1,1,100,3,1125,8
2,1,0,1,99,1,5,1
4,1,1,1,104,1,1125,4
2,1,1,1,89,2,23,4
3,1,1,1,125,1,1125,8
4,1,1,2,115,3,1125,7
4,1,2,2,185,2,1125,1
2,1,1,1,85,3,1125,1
2,1,0,1,99,1,1125,16
2,1,1,1,125,3,1125,11
2,1,1,1,66,1,1125,33
3,2,2,2,150,3,1125,4
5,1,1,1,69,1,1125,0
5,1,2,3,250,1,1125,15
6,2.5,2,3,350,3,999,14
6,2.5,3,3,440,2,60,20
2,1,0,1,100,3,1125,2
2,1,1,2,169,4,40,4
2,1,1,1,120,1,1125,0
4,1,1,2,190,2,1125,31
4,1,1,1,120,1,1125,88
1,1,1,1,85,1,1125,17
2,1,1,1,170,2,14,0
6,2,2,3,250,2,1125,0
2,2,1,1,129,1,326,0
10,1,3,5,289,2,1125,17
2,1,1,1,75,1,90,95
8,1.5,3,4,250,2,1125,1
3,2,2,2,159,5,1125,2
4,1,2,3,165,2,30,14
4,1,2,2,205,1,1125,0
1,1.5,1,1,65,1,1125,3
1,0,1,1,58,3,180,7
4,1,1,1,150,3,10,44
2,1,1,1,100,1,1125,17
2,1,1,1,140,3,730,5
2,1,0,1,60,1,1125,4
2,1,1,1,80,1,1125,1
2,1,1,1,109,1,5,7
2,1,1,1,130,4,30,44
2,1,1,1,109,2,1125,44
10,3.5,4,6,499,3,89,19
3,1,0,2,85,1,28,56
2,1,0,1,125,3,125,36
1,1,0,1,90,3,1125,4
5,1,1,3,160,2,29,33
4,1,0,2,150,1,1125,28
6,1,2,3,175,3,1125,5
2,1,1,1,80,2,1125,122
4,1.5,2,2,239,4,1125,14
9,1.5,3,6,375,3,1125,21
6,2.5,3,3,500,1,1125,0
2,1,0,1,90,15,1000,15
4,1,1,2,115,3,60,63
6,2.5,2,3,285,2,1125,22
4,1,1,2,140,4,1125,0
2,1,1,1,125,1,1125,0
4,1,1,2,140,3,1125,5
4,1,1,2,125,1,1125,28
6,2,2,3,295,3,1125,16
2,1,1,1,90,1,1125,6
2,1,1,1,175,2,14,0
5,1.5,2,2,170,1,1125,4
2,2.5,1,1,115,6,14,5
8,1.5,3,5,299,3,999,9
6,,3,,2000,4,4,0
4,1.5,1,1,130,5,31,29
6,2.5,3,2,500,2,10,7
2,2,1,1,121,1,1125,22
3,1,1,1,94,1,12,50
2,1,1,1,85,1,60,8
2,1,1,1,114,2,65,12
6,1.5,2,2,205,2,30,3
2,1,1,1,200,1,1125,0
2,1,1,1,185,2,14,1
2,1.5,1,1,185,2,14,6
4,1,1,2,200,1,1125,0
2,1,1,2,217,7,180,0
2,1,1,1,89,1,1125,0
3,1,1,1,125,2,365,123
4,1,1,2,134,3,1125,5
4,1,1,1,46,5,365,1
6,1,2,3,200,3,1125,28
8,2.5,4,5,350,4,1125,1
4,1,1,2,175,3,90,0
2,1,1,1,125,1,1125,3
5,1,1,4,159,2,1125,10
6,1,2,2,140,3,365,7
4,1,1,1,175,3,90,2
4,1,1,2,95,1,1125,1
2,1,1,1,109,3,1125,18
6,2,3,4,253,2,1125,5
2,1,0,1,100,1,1125,3
4,2,2,3,220,3,365,42
9,2,4,7,300,2,1125,30
2,1,1,1,135,4,365,99
2,2,1,1,70,3,365,74
3,1,,1,150,2,1125,26
2,1,1,1,65,1,1125,16
6,2.5,3,4,295,5,1125,0
2,1,0,1,110,1,1125,9
3,1,1,1,160,1,1125,16
4,1,2,2,130,2,30,3
6,2,2,2,245,3,1125,26
6,1,1,3,191,1,180,198
3,1,1,1,229,1,1125,7
3,1,1,1,150,4,365,1
2,1,1,1,75,1,1125,12
2,1,1,1,150,1,1125,0
4,1,0,3,125,3,1125,49
8,1.5,3,3,175,2,30,68
4,1,0,1,129,1,1125,48
4,1,1,1,115,1,29,100
6,2.5,2,2,115,21,1000,1
2,1,1,2,120,5,1125,8
13,4.5,5,5,295,3,1125,1
4,1,1,2,100,2,1125,48
6,1,2,3,220,1,1125,0
6,3.5,3,2,350,4,7,0
5,1.5,2,2,230,1,1125,2
5,1.5,1,3,180,3,60,3
6,2.5,3,3,375,3,10,0
2,1,1,1,95,4,60,56
2,1,1,1,135,2,1125,24
4,1,1,3,175,3,1125,2
2,1,1,1,150,7,360,1
1,1,1,1,165,1,1125,0
4,1,1,2,118,3,1125,0
2,1.5,1,1,130,2,19,0
4,1,1,2,125,2,29,45
5,2.5,3,3,265,2,7,0
2,1,1,1,125,1,1125,0
6,2.5,2,2,235,3,9,5
4,1,0,2,149,1,1125,25
6,3.5,3,4,220,9,1125,0
4,2,2,2,500,1,1125,0
2,1,1,1,128,1,10,61
3,1,1,2,200,2,7,37
2,1,1,1,120,2,1125,9
4,1,1,2,120,2,1125,23
4,1.5,2,2,175,1,1125,6
2,1,1,1,100,3,1125,5
6,1.5,3,3,350,3,90,2
2,1.5,1,1,140,3,30,11
2,1,1,1,150,2,1125,11
6,1.5,2,3,200,10,1125,0
3,1,0,1,145,2,1125,89
1,1,1,1,85,1,1125,3
4,1,2,2,250,2,1125,1
1,1,1,1,90,1,1125,3
4,1,1,1,195,3,90,2
3,1,1,1,120,3,60,49
2,1,1,1,150,2,1125,35
4,2,1,2,90,1,1125,2
2,1,1,1,50,3,7,0
2,1,1,1,145,3,1125,5
2,1,1,1,96,1,1125,1
2,1,1,1,115,2,1125,1
2,1,1,1,100,1,6,104
3,1,1,1,139,4,1125,26
4,1.5,1,2,99,1,1125,9
4,1,1,3,180,3,1125,0
2,1,1,1,105,2,365,32
3,1,1,1,149,1,1125,35
4,1.5,2,2,175,3,1125,0
5,1.5,2,3,199,2,1125,4
11,2.5,3,6,180,1,1125,36
6,3.5,4,4,350,5,1125,0
6,2,2,3,280,1,1125,36
3,1,1,1,195,2,1125,3
4,1,1,2,149,1,1125,46
2,1,1,1,110,5,21,1
8,3,3,3,269,2,1125,8
3,1,1,2,99,1,29,13
1,1,1,1,75,2,1125,0
2,1,1,1,120,2,1125,5
5,1.5,2,3,139,3,1125,23
4,1,1,2,105,1,1125,8
8,2.5,3,4,300,3,365,101
6,1.5,2,3,210,4,365,0
4,1,1,2,133,3,999,11
4,1,1,1,105,3,31,1
1,1.5,1,1,85,1,1125,21
4,1,2,2,250,2,1125,11
3,1,0,1,85,3,1125,41
6,1,2,3,250,3,90,1
4,1,1,1,160,2,1125,0
2,1,1,1,100,1,1125,3
4,1,0,2,135,2,29,64
7,2.5,4,3,105,1,1125,2
2,1,1,1,250,1,1125,0
2,1,1,1,75,1,1125,0
2,1,1,2,100,2,1125,1
8,3.5,4,4,475,3,10,0
3,1.5,2,2,135,5,1125,1
4,1,0,3,90,1,8,56
4,1,1,2,90,3,365,76
2,1,0,1,180,2,28,25
2,2,1,1,110,1,1125,1
2,1.5,1,1,70,1,1125,2
6,1.5,3,4,275,3,1125,1
4,1,2,2,250,3,90,5
4,1,0,2,135,3,1125,0
3,1,0,1,175,3,90,1
10,3.5,4,5,1000,3,1125,0
2,1,1,1,70,3,1125,2
4,1,1,2,200,1,1125,0
6,2,3,3,325,3,1125,16
4,1,1,1,150,1,1125,12
5,1,0,4,110,2,400,1
3,2,1,1,200,1,365,9
2,1,1,2,80,4,1125,3
2,1,1,1,98,3,1125,4
2,2.5,1,1,95,3,365,51
2,1,1,1,95,2,30,166
2,1,1,1,44,1,365,1
3,1,1,2,80,2,10,3
3,1,1,2,175,3,365,99
2,1,1,1,275,3,1125,0
2,1,0,2,100,1,4,8
4,1,3,2,120,2,1125,21
2,1,0,1,115,2,1125,47
3,1,1,2,175,3,14,1
2,1,1,1,150,7,31,0
4,1,1,1,110,2,1125,25
1,1.5,1,1,100,3,1125,37
1,1,1,2,50,1,5,0
2,1,1,1,104,1,90,32
4,1,1,2,125,3,180,0
4,1,2,2,199,3,1125,32
5,1,2,3,135,3,999,16
3,1,1,1,114,2,90,4
4,1.5,2,2,190,1,1125,47
2,1,1,2,125,3,1125,1
5,1,2,2,212,1,31,0
2,1,0,1,225,3,28,2
2,1,1,1,125,2,8,46
4,1,1,2,129,3,31,45
6,1.5,2,2,200,1,1125,23
2,1,1,1,150,1,1125,24
2,1,1,1,115,2,1125,0
6,1.5,3,4,200,3,1125,13
3,1,1,1,99,3,1125,12
4,1,2,2,170,1,1125,3
7,2.5,3,4,535,3,999,16
1,1,1,1,85,2,1125,18
2,1,1,1,90,1,1125,14
5,1,1,2,175,2,730,53
4,2.5,2,2,199,2,1125,1
2,1,1,1,100,1,1125,4
5,2.5,3,3,250,4,1125,40
2,1,1,1,95,1,1125,59
4,1,0,2,160,1,100,96
2,1,0,1,175,1,7,6
1,1,1,1,42,1,1125,6
2,1,1,1,80,2,1125,49
2,1,1,1,108,1,90,46
4,1.5,2,2,150,1,1125,7
3,1,1,2,90,1,24,167
1,0,1,1,80,4,1125,0
4,1,1,2,185,4,1125,2
2,1,1,1,90,1,1125,1
2,1,1,1,120,1,365,85
4,1,1,1,105,3,365,76
4,1,0,2,100,1,1125,3
2,1,1,1,95,1,30,36
3,1,1,1,119,1,1125,3
2,1,1,1,90,1,1125,2
6,1.5,2,2,250,5,1125,1
2,1,1,2,100,2,1125,1
2,1,0,1,165,3,30,5
4,1,1,2,123,2,120,8
8,3.5,3,5,350,2,1125,7
2,1,1,2,100,6,1125,0
6,1.5,3,3,350,3,1125,0
2,1,1,2,99,1,1125,0
6,1,2,3,186,2,365,14
4,1,1,2,180,1,1125,0
4,1,1,2,175,3,30,106
2,1,1,1,125,1,1125,1
2,1,1,1,70,1,1125,1
2,1,1,1,150,2,30,24
4,1,2,3,293,4,120,15
1,1,1,1,109,1,1125,3
1,1,1,1,100,1,1125,0
6,2.5,2,4,125,1,1125,3
4,1,1,2,145,3,60,0
2,1,1,1,70,1,6,177
3,1,1,2,75,2,1125,0
2,1,1,2,180,2,1125,102
4,1.5,3,2,220,3,1125,7
4,1,2,3,189,4,200,11
2,1,1,1,90,3,1125,0
4,1.5,2,2,250,1,1125,4
6,2,2,2,365,3,999,15
6,2,1,3,275,3,90,7
5,1,1,2,97,1,1125,51
6,2,2,2,159,3,365,100
3,1,0,1,135,2,1125,17
2,1,1,1,99,10,700,14
2,1,1,1,129,1,120,5
2,1,0,1,120,1,1125,199
2,1,1,2,70,2,1125,115
4,1,1,2,165,1,1125,0
5,1,3,3,125,3,3,8
3,1,1,1,109,1,1125,8
1,1,1,1,139,1,1125,3
5,1,1,1,150,1,1125,1
7,2,3,3,285,2,1125,8
4,1,1,2,135,3,60,19
2,2,1,1,79,3,365,36
6,1,2,3,275,2,2147483647,12
2,1,1,1,179,2,21,48
3,1,0,1,110,2,1125,1
